match_id,team_id,shot_number,player1_id,shot_type
40378,8456,7,51553,shot
40378,8549,8,24753,blocked_shot
40378,8456,9,24213,shot
40378,8456,10,40198,shot
40378,8456,11,30367,shot
40378,8456,12,40198,blocked_shot
40378,8456,13,23939,distance
40378,8456,14,39027,distance
40378,8456,15,107216,blocked_shot
40378,8456,16,33974,blocked_shot
52396,8559,1,37996,shot
52396,8559,2,24372,header
52396,8668,3,39618,shot
52396,8559,4,34261,distance
52396,8668,5,24160,shot
52396,8559,6,35532,shot
52396,8559,7,23933,distance
52396,8668,8,24011,blocked_shot
52396,8668,9,30735,header
52396,8668,10,30735,distance
52396,8559,11,24372,blocked_shot
52396,8559,12,37996,direct_freekick
52396,8559,13,35532,distance
52396,8559,14,24372,distance
52396,8559,15,35532,distance
52396,8559,16,23934,blocked_shot
52396,8559,17,34261,blocked_shot
52396,8668,18,25666,shot
52396,8559,19,37996,volley
38778,8455,1,30630,shot
38778,8667,2,39073,distance
38778,8667,3,23352,distance
38778,8455,4,37804,shot
38778,8667,5,39073,shot
38778,8667,6,23352,header
38778,8455,7,37804,shot
43548,8472,1,33418,distance
43548,10194,2,38755,blocked_shot
43548,10194,3,23333,deflected
43548,8472,4,38802,blocked_shot
43548,10194,5,38755,distance
43548,10194,6,23333,distance
43548,8472,7,38802,blocked_shot
43548,8472,8,30988,shot
59109,8650,1,37139,shot
59109,8650,2,30618,blocked_shot
59109,8462,3,25517,header
59109,8650,4,30618,blocked_shot
59109,8650,5,30617,distance
59109,8650,6,30618,shot
59109,8650,7,37139,header
59109,8650,8,95327,deflected
59109,8650,9,24800,blocked_shot
59109,8650,10,34222,distance
50236,10252,1,23782,blocked_shot
50236,8655,2,49571,deflected
50236,8655,3,38711,distance
50236,8655,4,34947,blocked_shot
50236,8655,5,38711,blocked_shot
50236,10252,6,43280,header
50236,8655,7,49571,blocked_shot
50236,8655,8,23916,volley
50236,8655,9,30842,blocked_shot
30747,10261,1,37799,deflected
30747,10261,2,34574,blocked_shot
30747,8659,3,24171,shot
30747,8659,4,24171,blocked_shot
30747,10261,5,34574,shot
30747,8659,6,31731,blocked_shot
30747,8659,7,24171,blocked_shot
30747,8659,8,27267,shot
30747,10261,9,37845,distance
59219,8528,1,97988,blocked_shot
59219,8528,2,127857,blocked_shot
59219,8528,3,127857,shot
59219,9879,4,24741,blocked_shot
59219,8528,5,34466,deflected
36714,10260,1,30893,shot
36714,10260,2,30893,blocked_shot
36714,10260,3,30893,blocked_shot
36714,8667,4,34275,header
36714,8667,5,39073,distance
36714,10260,6,30829,shot
36714,10260,7,30829,shot
36714,10260,8,30865,header
36714,8667,9,3512,distance
36714,10260,10,24154,shot
43447,8650,1,30618,shot
43447,8650,2,24635,blocked_shot
43447,8586,3,24656,blocked_shot
43447,8586,4,31097,distance
43447,8650,5,37139,blocked_shot
43447,8650,6,30618,deflected
43447,8586,7,23760,blocked_shot
43447,8650,8,37920,blocked_shot
43447,8586,9,38697,header
43447,8586,10,23760,distance
59510,8668,1,36012,header
59510,9879,2,24737,blocked_shot
59510,8668,3,24011,blocked_shot
59510,8668,4,24160,blocked_shot
59510,8668,5,24006,blocked_shot
59510,9879,6,24741,header
59510,9879,7,30338,blocked_shot
59510,9879,8,24843,header
59510,9879,9,24843,direct_freekick
59510,9879,10,24843,distance
59510,9879,11,24737,header
59510,8668,12,24003,shot
43170,8654,1,36394,blocked_shot
43170,8549,2,35608,shot
43170,8549,3,24753,blocked_shot
43170,8654,4,33781,blocked_shot
43170,8654,5,109898,shot
43170,8654,6,33781,deflected
43170,8549,7,24393,blocked_shot
43170,8549,8,24161,blocked_shot
43170,8549,9,24393,distance
43170,8549,10,24163,header
43170,8654,11,33781,shot
43170,8654,12,33781,distance
43170,8549,13,38491,shot
43170,8549,14,24753,blocked_shot
43170,8654,15,33049,shot
43170,8654,16,24747,shot
51721,10261,1,33852,blocked_shot
51721,10261,2,24205,distance
51721,10252,3,23354,shot
51721,10261,4,37799,blocked_shot
51721,10261,5,24225,blocked_shot
51721,10261,6,25518,shot
50594,8559,1,24372,direct_freekick
50594,8559,2,24372,distance
50594,8456,3,24213,shot
50594,8559,4,23937,shot
50594,8456,5,107216,shot
50594,8456,6,,shot
50594,8456,7,40198,direct_freekick
50594,8559,8,,distance
50594,8456,9,30367,shot
50594,8456,10,33974,shot
50594,8559,11,23937,shot
50594,8559,12,23933,shot
50594,8559,13,24372,header
50594,8456,14,33974,direct_freekick
50594,8559,15,,distance
53690,8659,1,24728,shot
53690,8655,2,30842,distance
53690,8659,3,27267,shot
53690,8659,4,38433,deflected
53690,8659,5,27267,shot
53690,8655,6,34176,shot
53690,8655,7,34176,shot
53690,8659,8,32570,shot
53690,8655,9,38711,distance
53690,8659,10,23257,shot
53690,8659,11,40055,shot
56091,8528,1,97988,blocked_shot
56091,8528,2,35327,distance
56091,8462,3,34036,distance
56091,8528,4,127857,deflected
56091,8462,5,30348,blocked_shot
56091,8528,6,97988,blocked_shot
56091,8462,7,25517,blocked_shot
56091,8462,8,38820,blocked_shot
56091,8528,9,127857,distance
56091,8462,10,30348,blocked_shot
56091,8528,11,34466,blocked_shot
56091,8462,12,25543,blocked_shot
56091,8462,13,38820,shot
56091,8462,14,30348,blocked_shot
56091,8528,15,35327,shot
56091,8528,16,35327,shot
56091,8528,17,24663,blocked_shot
56972,9825,1,30960,blocked_shot
56972,10194,2,25668,blocked_shot
56972,9825,3,30960,distance
56972,10194,4,23314,blocked_shot
56972,9825,5,39297,distance
56972,10194,6,24133,distance
56972,9825,7,31013,shot
54453,8455,1,26564,blocked_shot
54453,8455,2,30631,blocked_shot
54453,8455,3,30679,distance
54453,8455,4,32345,blocked_shot
54453,8455,5,30630,shot
54453,8455,6,30630,blocked_shot
54453,8455,7,25925,distance
54453,8455,8,30679,header
38736,10260,1,40961,blocked_shot
38736,10260,2,30829,shot
38736,9825,3,27277,blocked_shot
38736,10260,4,30802,distance
38736,9825,5,30616,shot
38736,9825,6,26181,blocked_shot
38736,10260,7,30893,blocked_shot
38736,10260,8,40961,shot
38736,10260,9,27430,header
38736,10260,10,32569,blocked_shot
38736,10260,11,30829,header
38736,9825,12,31291,blocked_shot
38736,10260,13,27430,header
38736,9825,14,36410,shot
38736,9825,15,39297,distance
59727,8650,1,30618,distance
59727,8650,2,24635,shot
59727,8659,3,38433,shot
59727,8650,4,37139,blocked_shot
59727,8650,5,24800,shot
59727,8650,6,24635,shot
59727,8650,7,24635,blocked_shot
59727,8650,8,38818,distance
59727,8659,9,40055,distance
59727,8650,10,30853,distance
58260,8462,1,30348,blocked_shot
58260,8462,2,30830,shot
58260,8472,3,33418,header
58260,8472,4,33418,shot
58260,8462,5,34418,bicycle_kick
58260,8472,6,33418,shot
58260,8472,7,17866,deflected
52143,8654,1,24223,distance
52143,8668,2,24011,blocked_shot
52143,8654,3,33781,blocked_shot
52143,8654,4,118390,shot
52143,8654,5,30687,header
52143,8654,6,118390,shot
52143,8654,7,109898,blocked_shot
52143,8654,8,118390,deflected
52143,8654,9,109898,blocked_shot
52143,8668,10,30876,blocked_shot
52143,8654,11,33781,blocked_shot
52143,8654,12,33781,distance
52143,8668,13,25666,blocked_shot
52143,8654,14,24223,blocked_shot
41590,10252,1,23354,blocked_shot
41590,10252,2,24780,shot
41590,10252,3,23782,shot
41590,10252,4,43280,header
41590,10252,5,23354,direct_freekick
41590,10252,6,23354,blocked_shot
41590,10252,7,23264,blocked_shot
41590,8549,8,30892,distance
41590,8549,9,30892,distance
41590,8549,10,42183,blocked_shot
41590,10252,11,23264,shot
41590,10252,12,38807,shot
41590,10252,13,23354,distance
41590,8549,14,24163,header
41590,8549,15,33128,distance
34102,8456,1,30340,shot
34102,8456,2,24213,shot
34102,8586,3,31097,shot
34102,8586,4,23949,shot
34102,8586,5,23760,blocked_shot
34102,8456,6,30367,shot
34102,8456,7,24211,header
34102,8586,8,24656,distance
34102,8456,9,33974,distance
34102,8456,10,24213,shot
34102,8586,11,23760,direct_freekick
43445,8455,1,37804,header
43445,8455,2,37804,header
43445,8455,3,32345,header
43445,8455,4,30631,distance
43445,8655,5,49840,shot
43445,8455,6,37804,shot
43445,8455,7,30631,distance
43445,8655,8,23916,blocked_shot
43445,8655,9,34176,shot
43445,8455,10,30631,direct_freekick
43445,8455,11,30631,blocked_shot
43445,8455,12,37804,shot
32169,9879,1,24843,shot
32169,9879,2,30338,deflected
32169,9879,3,24843,blocked_shot
32169,9879,4,24737,header
32169,10261,5,34574,blocked_shot
32169,10261,6,30360,direct_freekick
32169,10261,7,24205,distance
32169,10261,8,37799,bicycle_kick
32169,10261,9,37799,distance
32169,10261,10,30360,blocked_shot
32169,9879,11,26461,distance
58508,8667,1,39073,distance
58508,8559,2,23783,blocked_shot
58508,8667,3,23023,blocked_shot
58508,8559,4,34261,blocked_shot
58508,8667,5,23022,direct_freekick
58508,8667,6,39073,direct_freekick
58508,8559,7,24372,blocked_shot
58508,8667,8,39073,header
58508,8559,9,23784,shot
58508,8559,10,24372,blocked_shot
58508,8559,11,23937,blocked_shot
58508,8559,12,24372,blocked_shot
58508,8667,13,39073,shot
58508,8667,14,23352,shot
58508,8667,15,34437,blocked_shot
42853,8528,1,35327,distance
42853,8528,2,127857,distance
42853,10194,3,40695,header
42853,8528,4,97988,shot
42853,8528,5,24663,blocked_shot
42853,8528,6,24663,deflected
42853,8528,7,97988,shot
42853,8528,8,24230,shot
42853,8528,9,24663,shot
42853,8528,10,24663,deflected
43475,10260,1,30802,distance
43475,10260,2,30802,shot
43475,10260,3,30893,distance
43475,10260,4,34944,header
43475,10260,5,30802,blocked_shot
43475,10260,6,30893,blocked_shot
43475,10260,7,34944,blocked_shot
43475,10260,8,30893,direct_freekick
43475,10260,9,38817,shot
43475,10260,10,27430,blocked_shot
43475,10260,11,111975,header
51145,10252,1,23354,distance
51145,9825,2,30613,shot
51145,9825,3,30613,shot
51145,10252,4,23283,volley
51145,9825,5,27277,deflected
51145,10252,6,23354,shot
51145,10252,7,23782,shot
51145,9825,8,31013,distance
51145,9825,9,30960,header
51145,9825,10,39297,distance
51145,9825,11,30613,shot
51145,9825,12,38835,header
52550,8654,1,34543,header
52550,8654,2,33781,blocked_shot
52550,8654,3,33781,blocked_shot
52550,8462,4,34036,distance
52550,8654,5,118390,blocked_shot
52550,8462,6,30348,blocked_shot
52550,8654,7,34543,blocked_shot
52550,8654,8,24223,distance
52550,8462,9,30348,shot
52550,8462,10,30348,shot
52550,8654,11,33781,shot
52550,8654,12,109898,shot
52550,8654,13,34543,blocked_shot
52550,8654,14,30966,header
52550,8462,15,30348,shot
52550,8462,16,30348,shot
51079,8549,1,24393,blocked_shot
51079,8668,2,30735,distance
51079,8668,3,24160,shot
51079,8668,4,39618,blocked_shot
51079,8668,5,30876,blocked_shot
51079,8668,6,24006,blocked_shot
51079,8668,7,24006,shot
51079,8668,8,30735,blocked_shot
51079,8549,9,33128,shot
33702,8528,1,24890,distance
33702,8528,2,97988,distance
33702,10261,3,37799,blocked_shot
33702,8528,4,24841,distance
33702,10261,5,30360,header
33702,8528,6,35327,distance
33702,10261,7,30619,header
33702,10261,8,24225,header
33702,10261,9,24225,distance
33702,10261,10,40565,distance
53295,8655,1,35506,header
53295,8655,2,23916,direct_freekick
53295,8472,3,30988,shot
53295,8655,4,30646,header
53295,8655,5,38711,direct_freekick
53295,8472,6,33418,blocked_shot
53295,8472,7,38802,blocked_shot
53295,8655,8,,header
53295,8472,9,30352,direct_freekick
53295,8655,10,34176,blocked_shot
53295,8655,11,30646,shot
53295,8655,12,30646,blocked_shot
53295,8472,13,17866,blocked_shot
31950,9879,1,30338,blocked_shot
31950,9879,2,30956,distance
31950,9879,3,30956,header
31950,8586,4,23949,shot
31950,8586,5,30818,blocked_shot
31950,8586,6,30818,deflected
31950,9879,7,24843,direct_freekick
31950,8586,8,23760,deflected
31950,8586,9,31921,blocked_shot
31950,9879,10,24741,distance
31950,9879,11,24020,distance
31950,9879,12,24843,direct_freekick
31950,9879,13,30338,blocked_shot
31950,9879,14,24843,direct_freekick
31950,9879,15,24843,distance
31950,9879,16,24020,shot
31950,9879,17,24020,blocked_shot
31950,9879,18,24843,direct_freekick
30924,8650,1,37920,blocked_shot
30924,8559,2,23933,distance
30924,8650,3,24635,shot
30924,8650,4,38818,blocked_shot
30924,8650,5,30618,distance
30924,8559,6,34261,shot
30924,8559,7,23933,distance
30924,8559,8,23934,blocked_shot
30924,8559,9,24372,header
30924,8650,10,30618,blocked_shot
30924,8650,11,37920,blocked_shot
30924,8559,12,23934,header
30924,8559,13,23933,distance
30924,8559,14,23784,distance
30924,8650,15,30889,distance
30924,8559,16,23784,blocked_shot
30924,8559,17,23934,blocked_shot
50351,8455,1,30631,shot
50351,8659,2,27267,shot
50351,8455,3,30679,shot
50351,8659,4,40055,distance
50351,8659,5,40055,distance
50351,8455,6,30679,shot
50351,8455,7,30686,deflected
50351,8455,8,37804,deflected
50351,8455,9,30679,shot
50351,8455,10,30822,shot
32570,8667,1,23352,shot
32570,8667,2,26143,header
32570,8456,3,33974,blocked_shot
32570,8456,4,33974,blocked_shot
32570,8667,5,39073,deflected
32570,8456,6,30340,shot
43329,9879,1,24843,blocked_shot
43329,9879,2,31907,volley
43329,8650,3,37920,blocked_shot
43329,8650,4,24635,distance
43329,9879,5,31907,shot
43329,8650,6,24635,shot
43329,9879,7,24843,shot
43329,8650,8,30853,distance
43329,8650,9,37139,distance
43329,8650,10,30853,shot
43329,8650,11,37139,shot
43329,9879,12,31907,distance
43329,8650,13,34222,distance
53302,8472,1,24411,deflected
53302,8654,2,36394,deflected
53302,8472,3,30988,blocked_shot
53302,8654,4,34543,deflected
53302,8654,5,33049,blocked_shot
53302,8654,6,34543,deflected
53302,8472,7,24408,shot
53302,8654,8,33049,blocked_shot
53302,8472,9,33418,blocked_shot
53302,8654,10,24747,blocked_shot
50431,8655,1,23916,distance
50431,8655,2,30842,shot
50431,8586,3,23760,blocked_shot
50431,8655,4,19020,shot
50431,8586,5,30895,blocked_shot
50431,8655,6,23916,blocked_shot
50431,8655,7,30646,header
50431,8655,8,38711,blocked_shot
50431,8655,9,30842,deflected
50431,8586,10,40755,blocked_shot
50431,8586,11,24656,blocked_shot
50431,8586,12,23949,blocked_shot
50431,8586,13,24656,blocked_shot
50431,8655,14,49571,blocked_shot
50431,8586,15,38697,blocked_shot
50431,8586,16,24656,blocked_shot
50431,8655,17,19020,blocked_shot
50431,8586,18,46403,blocked_shot
50431,8586,19,30895,shot
50431,8655,20,78507,blocked_shot
33647,10252,1,23264,volley
33647,10260,2,30893,distance
33647,10252,3,24780,distance
33647,10260,4,30893,blocked_shot
33647,10252,5,23264,blocked_shot
33647,10260,6,30893,blocked_shot
33647,10260,7,38817,distance
33647,10252,8,38807,shot
33647,10252,9,23354,distance
33647,10252,10,23283,blocked_shot
33647,10260,11,30893,blocked_shot
33647,10252,12,23354,shot
56524,8559,1,23783,header
56524,8549,2,24393,shot
56524,8549,3,24393,blocked_shot
56524,8549,4,33128,blocked_shot
56524,8549,5,30892,distance
56524,8559,6,24372,distance
56524,8549,7,24753,blocked_shot
56524,8549,8,24166,blocked_shot
56524,8549,9,30892,blocked_shot
56524,8549,10,42183,shot
56524,8549,11,24393,shot
56524,8549,12,35544,distance
40694,9825,1,27277,blocked_shot
40694,8456,2,33974,shot
40694,9825,3,26181,direct_freekick
40694,9825,4,36410,shot
40694,9825,5,36410,shot
40694,8456,6,24213,shot
40694,9825,7,23678,distance
40694,8456,8,24213,blocked_shot
40694,8456,9,33974,shot
47637,8462,1,25517,header
47637,8462,2,25517,shot
47637,8667,3,23352,blocked_shot
47637,8667,4,30595,blocked_shot
47637,8462,5,34036,blocked_shot
47637,8667,6,34437,shot
47637,8667,7,23352,distance
47637,8462,8,25543,shot
47637,8667,9,26066,header
47637,8667,10,39073,direct_freekick
47637,8667,11,23023,deflected
56923,10194,1,23314,distance
56923,8659,2,27267,blocked_shot
56923,10194,3,25668,header
56923,10194,4,23314,blocked_shot
56923,10194,5,23314,header
56923,10194,6,22994,shot
56923,10194,7,22994,header
56923,8659,8,27267,deflected
56923,10194,9,23072,blocked_shot
56923,10194,10,23275,distance
56923,10194,11,25668,distance
56923,8659,12,27267,distance
31102,8668,1,30735,shot
31102,8528,2,111865,distance
31102,8528,3,34466,header
31102,8668,4,30876,blocked_shot
31102,8668,5,24011,direct_freekick
31102,8528,6,25150,distance
31102,8528,7,25005,header
31102,8668,8,24160,blocked_shot
31102,8528,9,24841,blocked_shot
31102,8528,10,35327,distance
31102,8528,11,35327,blocked_shot
31102,8668,12,30876,blocked_shot
32854,8455,1,30679,blocked_shot
32854,8455,2,30631,header
32854,8455,3,30631,blocked_shot
32854,8455,4,37804,distance
32854,8455,5,30679,shot
32854,8455,6,30631,volley
32854,8455,7,30630,shot
32854,8455,8,30679,blocked_shot
32854,8455,9,37804,deflected
32854,8455,10,30686,blocked_shot
32854,8455,11,30679,shot
32854,8455,12,30631,shot
32854,8455,13,30679,volley
32854,8455,14,30631,blocked_shot
32854,8455,15,30631,blocked_shot
32854,8455,16,25925,blocked_shot
32854,8455,17,30630,blocked_shot
52208,8650,1,37920,blocked_shot
52208,8650,2,24134,header
52208,8654,3,36394,distance
52208,8650,4,30889,blocked_shot
52208,8650,5,37139,header
52208,8654,6,33781,direct_freekick
52208,8650,7,24800,shot
52208,8654,8,24747,distance
52208,8650,9,37920,deflected
52208,8650,10,30889,distance
52208,8650,11,41175,blocked_shot
52208,8650,12,30618,blocked_shot
52208,8650,13,37139,shot
52208,8650,14,30915,distance
34137,8472,1,30988,distance
34137,8559,2,23934,header
34137,8472,3,33418,distance
34137,8559,4,35532,blocked_shot
34137,8559,5,23784,distance
34137,8472,6,24413,distance
34137,8472,7,17866,distance
34137,8472,8,30988,blocked_shot
34137,8559,9,34261,shot
34137,8472,10,24413,blocked_shot
32780,8668,1,39618,distance
32780,8668,2,39618,distance
32780,8586,3,23949,shot
32780,8668,4,30735,header
32780,8668,5,36012,distance
32780,8586,6,23760,header
32780,8586,7,23760,blocked_shot
32780,8586,8,40755,shot
32780,8586,9,31921,blocked_shot
32780,8586,10,40755,distance
32780,8668,11,25666,shot
52215,9879,1,30956,shot
52215,10252,2,23354,blocked_shot
52215,10252,3,38609,deflected
52215,10252,4,30357,deflected
52215,10252,5,23782,header
52215,9879,6,30956,shot
52215,10252,7,23354,header
52215,10252,8,43280,header
31841,8549,1,30892,blocked_shot
31841,10261,2,40565,blocked_shot
31841,10261,3,37799,distance
31841,8549,4,35608,blocked_shot
31841,10261,5,40565,blocked_shot
31841,10261,6,30623,blocked_shot
31841,8549,7,24161,blocked_shot
31841,8549,8,33754,shot
31841,8549,9,35608,header
31841,8549,10,38491,blocked_shot
31841,8549,11,35608,blocked_shot
31841,10261,12,30623,volley
31841,10261,13,29581,shot
39067,10260,1,30829,shot
39067,10260,2,30893,blocked_shot
39067,10260,3,27430,header
39067,10260,4,34944,shot
39067,10260,5,27430,blocked_shot
39067,10260,6,30802,blocked_shot
39067,10260,7,27430,blocked_shot
39067,8456,8,24211,shot
39067,10260,9,30829,distance
58171,8462,1,23285,shot
58171,8655,2,34947,deflected
58171,8655,3,34947,blocked_shot
58171,8462,4,25517,shot
58865,10194,1,22994,blocked_shot
58865,10194,2,25668,blocked_shot
58865,10194,3,25668,deflected
58865,10194,4,23314,header
58865,10194,5,38755,header
58865,10194,6,35636,blocked_shot
58865,8667,7,30595,blocked_shot
58865,8667,8,39073,blocked_shot
58865,8667,9,34437,shot
58865,8667,10,3512,shot
58865,10194,11,23314,distance
58865,10194,12,34214,shot
58865,8667,13,26143,blocked_shot
52779,8528,1,35327,blocked_shot
52779,8528,2,111865,blocked_shot
52779,8659,3,24171,blocked_shot
52779,8528,4,24890,direct_freekick
52779,8659,5,27267,blocked_shot
52779,8659,6,24171,blocked_shot
52779,8659,7,23257,shot
52779,8659,8,38433,blocked_shot
52779,8528,9,24841,blocked_shot
52779,8659,10,38433,header
52779,8659,11,24171,blocked_shot
52779,8659,12,26527,header
52779,8528,13,35327,header
52779,8659,14,24664,distance
52779,8528,15,25150,distance
52779,8528,16,24663,blocked_shot
57254,8455,1,32345,blocked_shot
57254,9825,2,30613,shot
57254,9825,3,30613,distance
57254,8455,4,30631,header
57254,8455,5,30631,blocked_shot
57254,8455,6,31906,header
57254,8455,7,30699,blocked_shot
57254,9825,8,30843,shot
57254,9825,9,30613,distance
57254,8455,10,30631,blocked_shot
57254,9825,11,39297,shot
33156,10260,1,27430,shot
33156,10260,2,30829,shot
33156,10260,3,34944,blocked_shot
33156,10260,4,30802,shot
33156,10260,5,30802,deflected
33156,10260,6,30829,distance
33156,10260,7,34944,distance
33156,8472,8,23927,shot
33156,10260,9,30865,header
33156,10260,10,30829,blocked_shot
33156,10260,11,40961,distance
56397,8528,1,97988,deflected
56397,9825,2,30843,shot
56397,8528,3,97988,blocked_shot
56397,8528,4,97988,deflected
56397,8528,5,34466,header
56397,9825,6,26111,header
56397,8528,7,25150,distance
56397,8528,8,34987,shot
56397,9825,9,30960,shot
56397,8528,10,127857,deflected
55135,8586,1,31097,distance
55135,8586,2,23760,header
55135,8654,3,33781,blocked_shot
55135,8586,4,23760,shot
55135,8586,5,31097,distance
55135,8586,6,23760,shot
55135,8586,7,34182,distance
55135,8586,8,23949,shot
55135,8586,9,31097,shot
55135,8654,10,34543,distance
55135,8654,11,24751,blocked_shot
55135,8586,12,31097,blocked_shot
55135,8654,13,30687,blocked_shot
55135,8654,14,27665,shot
44701,10252,1,23264,blocked_shot
44701,8668,2,39618,blocked_shot
44701,8668,3,30876,blocked_shot
44701,8668,4,39618,header
44701,8668,5,39618,header
44701,8668,6,,
44701,8668,7,39618,header
44701,10252,8,23354,direct_freekick
44701,8668,9,30371,blocked_shot
44701,10252,10,23782,distance
32818,10261,1,30619,shot
32818,10261,2,33852,blocked_shot
32818,10261,3,33852,blocked_shot
32818,10194,4,23072,blocked_shot
32818,10194,5,38755,distance
32818,10261,6,37799,distance
32818,10194,7,23275,blocked_shot
32818,10194,8,23314,header
39573,8655,1,23916,distance
39573,8655,2,23916,direct_freekick
39573,8650,3,30889,volley
39573,8650,4,30618,distance
39573,8650,5,24800,shot
39573,8650,6,37139,blocked_shot
39573,8650,7,30618,distance
55931,8456,1,30367,deflected
55931,9879,2,24741,shot
55931,9879,3,30338,blocked_shot
55931,8456,4,30340,distance
55931,9879,5,24741,blocked_shot
55931,8456,6,25342,blocked_shot
55931,8456,7,30509,shot
55931,9879,8,24843,distance
55931,9879,9,24843,direct_freekick
55931,8456,10,39027,shot
55931,9879,11,24843,direct_freekick
55931,8456,12,30509,shot
55931,8456,13,26436,shot
55931,9879,14,30338,blocked_shot
30725,8559,1,23933,distance
30725,8455,2,31906,shot
30725,8559,3,26454,distance
30725,8455,4,30686,blocked_shot
30725,8559,5,23934,blocked_shot
30725,8455,6,30631,shot
30725,8559,7,34261,blocked_shot
30725,8455,8,26564,distance
30725,8559,9,23784,blocked_shot
30725,8559,10,23934,blocked_shot
30725,8559,11,23783,header
30725,8559,12,23784,bicycle_kick
39734,8659,1,23257,blocked_shot
39734,8659,2,40055,shot
39734,8659,3,24171,header
