match_id,team_id,goal_number,player1_id,player2_id,goal_type
34102,8586,2,23949,31097,shot
34102,8586,3,23949,30818,shot
43445,8455,1,37804,25925,deflected
43445,8455,2,37804,30631,shot
32169,9879,1,31907,,shot
32169,10261,2,24225,37799,shot
32169,9879,3,30338,,
58508,8559,1,24372,23783,shot
43475,10260,1,30893,,direct_freekick
43475,10260,2,34944,30893,shot
43475,10260,3,27430,38817,shot
43475,10260,4,113836,111975,distance
43475,10260,5,30893,,direct_freekick
51145,10252,1,23354,,saved
51145,9825,2,31291,,
51145,10252,3,23264,43280,shot
51079,8549,1,24393,30892,shot
51079,8668,2,24160,24011,header
33702,8528,1,24890,,distance
33702,10261,2,30619,,loose_ball
33702,10261,3,37799,29581,shot
33702,8528,4,24230,37684,header
53295,8655,1,19020,23916,header
53295,8472,2,30988,,bicycle_kick
53295,8472,3,33418,38802,shot
31950,9879,1,24020,,deflected
31950,9879,2,31907,24020,shot
31950,8586,3,24157,23760,shot
30924,8650,1,37139,34222,header
30924,8559,2,23783,,header
30924,8650,3,30618,30853,header
50351,8455,1,25925,,distance
50351,8455,2,37804,30679,shot
50351,8455,3,37804,31906,shot
32570,8667,1,26143,,shot
32570,8456,2,24213,,shot
32570,8456,3,24213,33963,shot
32570,8667,4,39073,,direct_freekick
53302,8654,1,30966,,deflected
50431,8586,1,40755,30895,shot
56524,8559,1,26454,24372,header
56524,8559,2,24372,26454,shot
56524,8549,3,24167,24166,shot
56524,8559,4,34261,35532,shot
40694,8456,1,24213,,loose_ball
40694,8456,2,33974,30367,shot
40694,8456,3,51553,,
47637,8462,1,30830,26108,header
47637,8667,2,34275,26066,header
47637,8462,3,34036,,distance
47637,8462,4,24630,,
56923,10194,1,23314,35467,header
31102,8528,1,24841,35327,shot
32854,8455,1,30630,,loose_ball
34137,8472,1,33418,38802,shot
34137,8559,2,24372,26454,header
34137,8559,3,23783,,shot
34137,8472,4,33418,,shot
34137,8559,5,34261,23783,shot
34137,8559,6,34261,23933,shot
32780,8668,1,36012,24011,deflected
31841,8549,1,35608,,shot
39067,10260,1,30829,34944,loose_ball
58171,8462,1,30830,34036,header
58171,8462,2,30348,38820,shot
58171,8655,3,23170,23916,header
58171,8655,4,23913,,distance
58171,8462,5,24653,,loose_ball
58865,8667,1,23352,34437,shot
58865,10194,2,38755,,
52779,8659,1,27267,,shot
52779,8528,2,24841,,shot
52779,8528,3,35472,24663,header
57254,9825,1,30986,,
57254,9825,2,30843,39297,shot
57254,9825,3,30843,30960,shot
33156,10260,1,30865,,shot
56397,9825,1,30960,23678,shot
55135,8586,1,30354,30895,header
55135,8586,2,25421,46403,shot
44701,10252,1,23283,38807,distance
44701,8668,2,33086,24006,shot
44701,10252,3,23354,,shot
44701,8668,4,33086,30876,bicycle_kick
44701,10252,5,23354,23264,shot
32818,10261,1,30619,33852,shot
32818,10261,2,30619,37799,shot
32818,10194,3,23314,38755,shot
32818,10194,4,40005,23253,shot
39573,8650,1,30889,,
39573,8650,2,24800,37139,shot
39573,8655,3,30646,37764,header
39573,8650,4,30618,37920,distance
55931,8456,1,25342,30509,header
55931,9879,2,24843,24741,shot
30725,8455,1,37804,25925,header
30725,8455,2,30686,30699,bicycle_kick
39734,8659,1,24664,,loose_ball
39734,8462,2,30830,24653,distance
50111,8549,1,42183,33754,shot
50111,8549,2,22978,,
50111,8667,3,23352,,
40284,8667,1,40132,23352,header
40284,8650,2,30617,,
40284,8650,3,30618,37139,shot
40284,8650,4,30618,24800,shot
49922,8472,1,30988,17866,header
49922,8472,2,30988,,loose_ball
49922,8472,3,17866,38802,header
49922,8472,4,33418,,
40331,10260,1,30893,,shot
44788,8559,1,34261,23934,
44788,10252,2,23264,43280,shot
44788,8559,3,23934,,
44788,10252,4,23264,23354,header
44788,10252,5,23354,23264,shot
44788,8559,6,23934,26454,header
43096,9825,1,30960,30613,header
43096,8549,2,24753,42183,header
43085,8668,1,30876,24006,header
55043,10261,1,30619,33852,shot
55043,10261,2,37799,37475,shot
55043,10261,3,40565,24225,shot
41411,8528,1,34466,35327,shot
41411,8528,2,35327,34987,shot
41411,8528,3,25150,35327,shot
39646,8654,1,33781,37169,shot
39646,8455,2,37804,30631,shot
48143,10260,1,30829,30893,shot
45786,9825,1,30843,26181,shot
45786,8650,2,24635,25984,volley
46270,8654,1,30687,,
50309,8668,1,36012,,loose_ball
30172,10261,1,29581,24224,shot
30172,8586,2,31097,,shot
30172,10261,3,34574,30623,shot
37920,8655,1,34947,,
37920,8655,2,34176,,loose_ball
37920,8655,3,34947,34176,loose_ball
56571,9879,1,24843,24741,loose_ball
56571,9879,2,30338,,
56571,9879,3,30956,30338,shot
53198,8559,1,24372,24336,shot
53198,8559,2,23937,24372,shot
53198,8462,3,30830,38820,header
51465,8659,1,23788,24171,shot
51465,8659,2,41073,,
51465,8659,3,36373,,
51465,8659,4,32570,31731,header
38943,8472,1,38802,24408,distance
38943,8667,2,23025,,shot
38943,8667,3,26143,,shot
38943,8667,4,26066,,
38943,8472,5,30988,38802,header
38943,8472,6,33418,30954,shot
43191,8650,1,37920,30618,shot
43191,8650,2,24635,30618,shot
43191,8650,3,24635,24800,shot
47925,8655,1,30342,,
38082,9825,1,39297,,shot
38082,9825,2,27277,30935,shot
38082,10252,3,23782,,
38082,10252,4,40128,23354,shot
35442,8668,1,36012,,shot
35442,8668,2,30876,,loose_ball
53033,8456,1,41622,24213,shot
53033,8456,2,41622,24213,shot
53033,8456,3,33974,24213,shot
53033,8456,4,33974,30367,shot
53033,8667,5,23034,,loose_ball
53033,8456,6,24213,33974,shot
52333,8462,1,40987,30830,shot
52333,8654,2,109898,34543,shot
52333,8462,3,30348,,
52333,8654,4,34543,30966,shot
52333,8654,5,33781,,shot
52333,8654,6,33781,30734,shot
34874,10260,1,38817,27430,shot
51511,8528,1,24890,,direct_freekick
51511,8528,2,127857,,
51511,10261,3,40565,,
36417,8455,1,30822,30630,header
36417,8455,2,30631,38834,shot
56312,8549,1,38491,24753,distance
56312,8549,2,24167,,
56312,8650,3,30618,24635,distance
54753,8472,1,30352,,shot
54753,8586,2,30818,31097,loose_ball
54753,8472,3,33418,24410,header
54650,10261,1,30619,23983,header
52045,8456,1,51553,,shot
52045,8456,2,40198,24213,shot
52045,8456,3,40198,24213,shot
34320,8655,1,34176,23922,shot
34320,8667,2,23438,23034,header
47383,9879,1,26777,24843,volley
35089,8668,1,109058,,header
35089,8668,2,24006,24011,shot
35089,8668,3,24160,33086,header
35089,8659,4,32570,,
53454,10260,1,24148,32569,shot
36817,10194,1,24435,,
36817,10252,2,26165,23354,shot
36817,10194,3,38755,24435,shot
36817,10252,4,43280,26165,shot
36817,10194,5,23314,25668,header
45710,8455,1,30686,,direct_freekick
31697,10260,1,27430,,loose_ball
58370,9825,1,38835,39297,header
54304,10194,1,40005,33941,header
54304,8654,2,34543,24223,shot
54304,8654,3,40611,34543,shot
45878,8668,1,24011,,direct_freekick
45878,8668,2,24011,,deflected
45878,8668,3,46810,33086,shot
40020,8650,1,30618,24800,shot
40020,10261,2,30619,,shot
40020,8650,3,24134,30618,header
40020,10261,4,24234,40565,header
40020,8650,5,30915,,shot
40020,8650,6,30618,95327,shot
40020,8650,7,30889,,
40020,8650,8,41175,,shot
41144,8655,1,34947,34176,shot
41144,8655,2,34176,19020,header
41144,8456,3,51553,,volley
41144,8456,4,33974,51553,shot
57058,9879,1,30956,24020,shot
57058,8455,2,30631,,shot
57058,8455,3,30631,,direct_freekick
57058,9879,4,30956,30338,header
37070,8528,1,127857,,
58219,8659,1,32570,25922,header
58219,8659,2,41073,24171,shot
44782,8667,1,26066,,
48898,10260,1,30865,27430,header
48898,10260,2,30829,32569,volley
48898,10260,3,27430,30893,volley
52800,9825,1,36410,30843,shot
53388,10252,1,24658,23782,header
53388,8659,2,36373,,
53388,8659,3,24171,32570,deflected
53101,8668,1,39618,24846,header
53101,8668,2,24011,,direct_freekick
42162,8549,1,35608,30892,shot
42162,8472,2,30988,43279,shot
51812,10261,1,30619,37475,distance
51812,8654,2,33781,24223,shot
51812,8654,3,34543,26348,shot
51812,10261,4,47382,34574,header
55562,9879,1,30956,30338,shot
55562,8655,2,23927,19020,shot
55562,8655,3,34176,23916,shot
41827,8462,1,34036,,shot
41827,8462,2,23953,34601,header
39449,10194,1,40695,,header
53914,8528,1,111865,24890,header
47794,8650,1,30618,37920,distance
47794,8668,2,30876,24011,header
54828,8472,1,24408,30954,header
54828,10252,2,38807,23354,header
54828,10252,3,23782,,
53251,8462,1,23190,63520,shot
53251,8586,2,30348,31097,shot
44333,8654,1,27665,,shot
44333,9879,2,24781,30338,distance
44333,8654,3,27665,,shot
44333,8654,4,37169,,
44333,8654,5,34543,27665,shot
36462,8456,1,30509,,distance
31853,8655,1,34947,,
31853,8655,2,34176,23916,shot
31853,8655,3,34176,23916,shot
51426,10260,1,27430,38817,header
43058,8659,1,23257,,deflected
43058,8659,2,40055,26494,deflected
43058,8659,3,40055,23257,shot
40978,9825,1,30960,30843,header
40978,8667,2,26143,32577,header
40978,9825,3,26181,30843,shot
40978,9825,4,36410,30843,shot
33755,10194,1,25668,24001,shot
33755,8455,2,30456,49825,header
33755,8455,3,30631,,distance
55836,8472,1,30988,33418,loose_ball
46361,8586,1,30895,30348,shot
46361,8586,2,30348,40755,shot
46361,8586,3,24531,31097,header
46361,10194,4,24001,24773,shot
38450,8654,1,37169,,saved_back_into_play
38450,8654,2,27665,34543,shot
38450,8654,3,34543,27665,loose_ball
41129,10260,1,27430,34944,shot
41129,10260,2,38817,,loose_ball
41129,10260,3,27430,,shot
41129,10260,4,30865,24154,header
41129,10260,5,30893,24154,shot
41129,10260,6,30893,27430,shot
41239,10252,1,34466,23264,shot
59318,8650,1,24800,38818,shot
59318,8528,2,38491,,
30572,8668,1,30876,24846,header
30572,9825,2,30843,27277,shot
41982,8456,1,30367,33974,shot
41982,8456,2,33781,30509,shot
41982,10261,3,47382,24234,shot
58328,8559,1,24372,37496,shot
58328,8559,2,23934,26454,shot
58328,8655,3,24136,34947,shot
58328,8655,4,34947,,saved
58328,8655,5,34947,34176,shot
56909,8455,1,31906,,shot
56909,8455,2,31906,30631,header
35552,10260,1,30893,,
30205,8650,1,30853,34222,header
30205,8650,2,30853,24800,shot
58231,8472,1,33418,,loose_ball
58231,10261,2,24225,,
58231,10261,3,47382,,shot
42066,9879,1,31907,30956,shot
42066,9879,2,26461,24020,shot
42066,9879,3,26461,24020,shot
42066,8462,4,23190,34601,header
55119,8559,1,26244,155384,header
55119,8559,2,23934,23783,shot
55119,8586,3,23949,38836,shot
55119,8586,4,23949,97988,shot
55119,8559,5,23934,24372,header
39508,8667,1,32577,23023,shot
39508,8659,2,98058,24171,shot
39508,8667,3,23034,32577,header
39508,8659,4,23257,,
56783,10194,1,24001,24773,header
34327,8472,1,30988,17866,header
34327,8472,2,43279,30988,shot
59840,9825,1,30935,,shot
40728,10260,1,27430,,shot
40728,10260,2,24154,30373,shot
49733,8668,1,24011,,
49733,8668,2,40792,30371,shot
49733,8668,3,40792,,
40518,8456,1,33781,30598,shot
48623,8655,1,34947,,header
48623,10252,2,38807,23782,shot
48623,10252,3,23264,,shot
48623,10252,4,23264,,deflected
46355,10261,1,34574,24225,shot
46355,8659,2,26494,38433,shot
46355,10261,3,36412,,shot
46355,10261,4,24228,24890,header
46355,8659,5,26494,26553,shot
45029,8462,1,23190,30830,shot
45029,8650,2,34222,30889,shot
45029,8650,3,37139,,
45029,8462,4,23953,40987,header
45029,8650,5,37139,30853,shot
45029,8650,6,30853,24800,header
31424,10260,1,30829,40945,shot
31424,8655,2,30646,37764,shot
31424,10260,3,43248,,header
31424,10260,4,30893,,direct_freekick
48558,8650,1,37442,,
48558,8456,2,24213,,shot
48558,8650,3,37139,30853,shot
59779,8455,1,37804,30631,shot
36934,10261,1,24225,,header
33452,9879,1,24741,31907,shot
33452,9879,2,31907,24741,shot
33452,8659,3,32570,,saved_back_into_play
38598,8559,1,24372,,direct_freekick
38598,8559,2,23934,34261,shot
38598,8654,3,24223,33312,shot
49995,8586,1,30895,31097,distance
49995,8667,2,34275,,loose_ball
49995,8586,3,38697,40006,header
48844,8462,1,38820,23190,shot
48844,10194,2,24001,,
48844,10194,3,24001,33941,header
48844,10194,4,40695,,
47424,10260,1,30829,24154,shot
47424,10260,2,30829,,shot
47424,10260,3,34944,30373,shot
47424,10260,4,30893,,shot
48368,8472,1,30352,,shot
48368,8586,2,24635,23949,shot
40997,8654,1,109898,,loose_ball
44894,10252,1,38609,38807,shot
44894,10252,2,26165,38609,distance
44894,10194,3,40695,24001,header
44894,10194,4,23253,,shot
43152,8668,1,30876,,
43152,8668,2,30876,24846,header
43152,8668,3,30735,,distance
36684,8650,1,30889,,
36684,8549,2,42183,24753,shot
36684,8549,3,23352,,shot
31328,8559,1,23937,24372,shot
43410,8655,1,24136,30646,shot
43410,8655,2,38711,24136,shot
43410,8667,3,23023,32577,volley
55748,8455,1,30627,,shot
55748,8528,2,41877,111865,shot
55748,8455,3,30631,30699,header
41357,8586,1,24635,24531,shot
41357,8549,2,42183,,shot
41357,8586,3,40755,31097,shot
41357,8586,4,30895,24635,shot
41357,8586,5,30895,24635,shot
41357,8549,6,42183,,header
30259,9825,1,36410,39297,shot
30259,8659,2,23257,,direct_freekick
30259,9825,3,30831,3520,header
30259,9825,4,36410,30831,shot
44229,8455,1,30822,,shot
42263,10194,1,24001,23253,shot
42263,8559,2,23934,,
42263,10194,3,38755,23253,shot
58476,8654,1,34543,27665,shot
30665,8650,1,41175,30618,shot
30665,8650,2,24800,41175,shot
47753,10261,1,36412,33852,loose_ball
47753,10260,2,30829,24150,shot
47753,10260,3,27430,30802,shot
36112,8456,1,40198,,
36112,8456,2,30367,24213,shot
45684,8667,1,111975,23438,shot
53695,10260,1,30893,,
53695,8650,2,30853,22764,shot
53695,8650,3,30618,,
53695,8650,4,34222,,direct_freekick
53695,8650,5,39647,30660,distance
39871,8655,1,37764,,
39871,9825,2,3520,,shot
39871,9825,3,30935,3520,volley
39871,9825,4,30935,,
30925,8528,1,22991,,distance
30925,8472,2,24413,30988,shot
30925,8528,3,29581,25005,shot
30925,8472,4,38802,,shot
30925,8472,5,24413,,shot
56441,8586,1,30818,30895,header
56441,8586,2,23949,24635,shot
56441,10252,3,26165,38807,header
41428,8668,1,40792,39618,shot
41428,8668,2,33086,,loose_ball
41428,10194,3,40695,24435,header
41428,8668,4,39618,24846,deflected
30318,8462,1,30830,34036,volley
30318,8549,2,23352,24162,shot
53008,8559,1,24372,,shot
53008,9879,2,31907,,shot
53008,8559,3,23934,155384,shot
53008,9879,4,24020,30338,shot
53008,9879,5,24661,30956,shot
59242,8667,1,39073,23034,header
59242,10261,2,24228,30360,volley
45993,8455,1,30675,30631,shot
45993,8455,2,30631,,shot
48445,10260,1,30373,34944,distance
48445,10260,2,38817,,shot
48445,10260,3,27430,24150,shot
48445,10260,4,27430,,header
48445,10260,5,30829,30802,shot
45223,9825,1,30843,,
45223,9825,2,30843,30935,shot
45223,9825,3,39297,30960,shot
54343,8456,1,24213,,shot
54343,8456,2,30367,40792,shot
54343,8456,3,30367,26436,shot
33948,8654,1,37277,36394,header
33948,8655,2,19020,,
33948,8655,3,34176,23922,shot
33948,8655,4,23170,,shot
33948,8655,5,34176,,saved
33948,8654,6,33781,30966,shot
33948,8654,7,34543,24223,shot
31619,8462,1,30348,30830,shot
31619,8462,2,34036,30348,shot
31619,8668,3,24160,,saved
31619,8462,4,30348,24653,distance
38378,8549,1,35608,,direct_freekick
38378,8549,2,30892,,crossbar
38378,8549,3,33754,,
38378,8549,4,42183,33128,shot
42396,8559,1,23934,,loose_ball
42396,8559,2,23934,,shot
51971,8667,1,34430,,
51971,8528,2,35327,127857,shot
51971,8528,3,127857,35327,shot
51971,8528,4,34466,34421,shot
51971,8528,5,127857,24528,shot
51424,8455,1,30456,30686,shot
51424,8586,2,23949,,shot
44152,8650,1,37139,30889,volley
44152,8650,2,37920,30660,shot
44152,8650,3,30618,,
44152,8650,4,30618,30889,distance
44152,8650,5,30618,,
40868,8586,1,31097,30895,shot
59868,10261,1,37799,,saved
59868,9825,2,36410,3520,header
59868,10261,3,37799,,loose_ball
59868,9825,4,27277,30843,shot
59868,9825,5,26181,30843,shot
45622,8456,1,33974,,saved
45622,8456,2,24208,40198,header
39000,8654,1,37169,40611,shot
39000,8655,2,38711,19020,shot
57004,9879,1,30338,,
57004,9879,2,24737,31907,bicycle_kick
35081,8659,1,,,shot
35081,8559,2,24372,,distance
35081,8559,3,35438,,
30190,8668,1,24846,,direct_freekick
30190,8462,2,30830,34036,header
30190,8462,3,30830,24653,header
56656,10194,1,40695,25668,header
35277,8528,1,22991,,shot
55172,10260,1,30893,24154,shot
55172,10252,2,26165,23782,header
55172,10252,3,23264,26165,header
55172,10260,4,30893,34944,distance
55172,10260,5,165709,24154,shot
48204,9825,1,30960,30613,header
48204,9825,2,30960,30613,shot
41335,8654,1,160496,30734,shot
41335,8654,2,109897,37169,header
54095,8668,1,40792,24006,shot
54095,8668,2,39618,24023,volley
54095,8668,3,40792,39618,loose_ball
54095,8668,4,24006,39618,loose_ball
31567,8455,1,30631,37804,header
31567,8455,2,30679,30631,shot
58509,8586,1,24635,,
58509,8655,2,34947,19020,shot
58509,8655,3,37764,,shot
53222,8650,1,24800,30618,shot
30216,8559,1,23934,23937,shot
30216,8549,2,24393,42183,shot
30216,8559,3,23783,34261,shot
30216,8559,4,24372,,direct_freekick
30216,8559,5,23937,24372,shot
50257,10194,1,38755,35467,shot
50257,10194,2,24001,,shot
36708,8650,1,30853,30617,shot
36708,8650,2,30853,30889,header
36708,8650,3,25984,24800,distance
36708,8650,4,41175,95327,header
39575,10260,1,30373,30829,header
39575,8472,2,30988,24655,shot
39575,10260,3,165709,34944,shot
40147,8586,1,40755,31097,shot
38859,8668,1,39618,24846,shot
38859,8668,2,30876,,header
38859,10252,3,26165,23264,shot
38859,8668,4,36012,30371,distance
38859,10252,5,38807,,direct_freekick
38859,10252,6,23782,,
59101,8549,1,42183,35608,loose_ball
59101,8667,2,111975,23025,header
59101,8549,3,24183,24162,volley
59101,8549,4,23352,,shot
52371,8456,1,24213,24499,distance
52371,9879,2,30956,,shot
52371,9879,3,25253,,distance
52371,9879,4,30956,24741,shot
52248,8462,1,26108,34601,shot
52248,8659,2,24664,,loose_ball
52248,8659,3,23257,,direct_freekick
52248,8462,4,38820,,direct_freekick
33548,10194,1,40005,24435,header
33548,10261,2,47382,34574,header
36686,8528,1,38491,,volley
36686,9825,2,31013,3520,shot
36686,9825,3,30616,30613,shot
36686,9825,4,3520,,loose_ball
36686,9825,5,23678,30613,shot
45996,8455,1,30699,31906,shot
45996,8455,2,30822,30631,shot
45996,8455,3,30631,,
45996,8455,4,30822,31306,shot
45996,8559,5,24336,,shot
45996,8559,6,113772,23934,shot
45996,8559,7,24372,23934,header
53068,9825,1,3520,30613,shot
53068,8650,2,30853,37139,header
53068,8650,3,24800,37139,header
53068,9825,4,3520,,distance
53068,9825,5,3520,,shot
53068,8650,6,30853,37920,shot
53068,9825,7,36410,,shot
53068,9825,8,3520,31013,shot
53068,8650,9,24800,30915,shot
53068,9825,10,30613,,shot
33302,8472,1,33418,24408,header
33302,8472,2,30988,,header
41364,8586,1,23949,,loose_ball
35148,10252,1,34466,38807,shot
35148,8654,2,40611,30353,header
50707,8456,1,33974,24213,shot
50707,8456,2,24209,,header
50707,8659,3,23257,26494,distance
50707,8659,4,23257,,direct_freekick
50707,8456,5,40198,,
50707,8456,6,51553,24213,shot
48098,8462,1,37140,40987,shot
39917,10194,1,24435,24001,shot
35846,8528,1,71550,25150,shot
35846,10260,2,38817,34944,shot
35846,10260,3,34944,24150,shot
43113,8586,1,23949,46403,shot
43113,8586,2,31097,30895,shot
43113,10260,3,30893,,
43113,10260,4,30829,38817,shot
43113,10260,5,30893,30829,header
43113,10260,6,30829,30893,shot
43113,10260,7,27430,,loose_ball
49658,9825,1,30613,3520,shot
49658,9825,2,30613,30935,shot
47057,8455,1,31906,30631,shot
47057,8654,2,37169,,saved_back_into_play
33640,8456,1,33974,40198,shot
33640,8456,2,24213,33974,shot
33640,8668,3,46810,36012,shot
38068,8655,1,34947,23916,header
38068,8655,2,23921,34947,header
45328,9879,1,26461,31907,shot
34819,10252,1,23354,34466,distance
34819,8559,2,11576,24336,shot
40324,8659,1,26527,26494,shot
40324,8659,2,23257,26494,shot
40324,8659,3,27515,23257,shot
32773,8650,1,30889,,distance
32773,8650,2,37139,22764,header
32773,8667,3,39073,26143,shot
32773,8650,4,37139,37442,loose_ball
37849,8650,1,24800,37139,shot
37849,8650,2,37139,30618,header
37849,8650,3,95327,34222,header
47965,8668,1,36012,40792,shot
47965,8668,2,39618,36012,shot
42988,8586,1,30818,46403,distance
42988,8586,2,30348,,shot
54769,10252,1,26165,23354,shot
34468,10260,1,24154,30865,distance
34468,10260,2,30802,30829,shot
37293,8456,1,41622,24209,shot
37293,8456,2,33974,39027,shot
37293,8456,3,40198,,
37293,8655,4,23927,,saved_back_into_play
37293,8655,5,38711,23927,shot
50250,9825,1,36410,3520,header
50250,9825,2,36410,,
50250,9825,3,75342,3520,shot
31399,10194,1,38755,,shot
31399,8654,2,27665,,shot
31399,8654,3,40611,,direct_freekick
44336,8559,1,24372,,shot
39778,8455,1,37804,30822,shot
39778,9879,2,26461,30338,shot
39778,8455,3,30679,30822,shot
39778,8455,4,30822,,shot
39778,8455,5,30822,37804,shot
59384,10260,1,30893,,direct_freekick
59384,10260,2,38817,27430,distance
39368,8455,1,26564,30822,header
39368,8455,2,37804,32345,distance
39368,9825,3,30831,,
39368,9825,4,36410,26111,header
39368,8455,5,30679,37804,loose_ball
50051,8650,1,30618,30853,shot
50051,8650,2,,,post
50051,8650,3,30618,,shot
50051,8650,4,30915,,loose_ball
48853,10261,1,25518,,
48853,10261,2,24228,40565,header
48853,10261,3,37799,30623,shot
48853,10261,4,36412,23933,shot
30827,8655,1,23916,,shot
30827,8655,2,19020,,header
30827,8655,3,34947,,
30827,8462,4,25543,,missed
41323,9879,1,30338,,
41323,10252,2,23354,38807,shot
41323,9879,3,24661,,shot
41323,9879,4,24661,26777,shot
38051,8659,1,26494,,loose_ball
38051,8528,2,71550,,deflected
38051,8659,3,,,saved_back_into_play
38051,8659,4,23257,,loose_ball
38051,8659,5,26494,38433,deflected
36662,10194,1,38755,,shot
36662,10194,2,24435,38755,distance
36662,8667,3,23022,,direct_freekick
30097,8586,1,30348,,shot
30097,8586,2,30348,24656,shot
30097,8456,3,24499,25342,shot
30097,8586,4,24635,,
41838,8654,1,34590,37169,distance
41838,8668,2,30735,,
41838,8668,3,24004,36012,shot
41838,8668,4,30735,36012,shot
36160,8549,1,42183,,bicycle_kick
36160,10252,2,26165,,shot
42963,9879,1,24661,26461,shot
42963,10261,2,30623,,header
53169,8559,1,26454,,loose_ball
53169,8667,2,23034,23438,shot
37272,8650,1,30618,,loose_ball
37272,8650,2,37139,30618,distance
37272,8659,3,26494,,shot
37013,8472,1,30988,37277,shot
37013,8462,2,25543,,shot
37013,8472,3,36786,,
37013,8462,4,63520,25543,shot
37013,8472,5,33418,,shot
44874,10194,1,38755,,loose_ball
44874,10194,2,24001,24773,header
40028,8455,1,30679,37804,header
40028,8455,2,37804,30822,shot
45638,10194,1,24001,,
45638,9825,2,30843,,
45638,9825,3,27277,30843,header
45638,10194,4,38755,,
45638,9825,5,30843,,volley
57208,8650,1,30853,37139,header
57208,8586,2,32870,,
57208,8586,3,24635,31097,shot
57208,8650,4,24800,30618,shot
34704,8455,1,37804,30699,distance
34704,8472,2,30352,24413,shot
34704,8455,3,31906,,distance
34704,8455,4,38834,30679,shot
34704,8472,5,30988,17866,header
57397,8654,1,34543,26348,shot
57397,8549,2,24393,42183,shot
57397,8654,3,160496,109898,shot
44307,10261,1,34574,,
34568,8456,1,41622,24208,shot
50176,8668,1,24006,36012,shot
50176,8668,2,24006,24003,shot
30601,10260,1,24156,165709,distance
57627,8528,1,71550,29581,shot
52526,10260,1,38817,27430,shot
